layer_0,0,NOP-STORE-STAGE,STORE,0,0,1,0,0,0,1,0,pc=0 NOP-STORE-STAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_0,1,NOP-STORE-STAGE,STORE,0,0,1,0,0,0,2,0,pc=1 NOP-STORE-STAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_0,2,LOAD UOP,COMPUTE,0,1,0,0,0,0,1,0,pc=2 LOAD UOP,,,,,,,,,0x18580000,0x0000,MEMORY READ,,,,,,,1,8,8,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,3,GEMM,COMPUTE,0,0,1,0,0,1,1,0,pc=3 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,56,0,0,1,2,0,0,448,,,,,,
layer_0,4,LOAD UOP,COMPUTE,0,1,0,0,0,1,0,0,pc=4 LOAD UOP,,,,,,,,,0x18580008,0x0008,MEMORY READ,,,,,,,1,8,8,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,5,GEMM,COMPUTE,0,0,1,0,0,2,0,0,pc=5 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,1,8,16,56,0,0,1,2,0,0,448,,,,,,
layer_0,6,LOAD INP,LOAD,0,1,0,0,0,1,0,0,pc=6 LOAD INP,,,,,,,,,0x06050000,0x0000,MEMORY READ,,,,,,,9,56,56,1,0,1,1,,,,,,,,,,,,,,,,,
layer_0,7,LOAD WGT,LOAD,0,0,0,1,1,1,0,0,pc=7 LOAD WGT,,,,,,,,,0x005fcd00,0x0000,MEMORY READ,,,,,,,2,9,36,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,8,LOAD INP,LOAD,0,1,0,0,1,0,0,0,pc=8 LOAD INP,,,,,,,,,0x06050000,0x0244,MEMORY READ,,,,,,,9,56,56,1,0,1,1,,,,,,,,,,,,,,,,,
layer_0,9,LOAD WGT,LOAD,0,0,0,1,2,0,0,0,pc=9 LOAD WGT,,,,,,,,,0x005fcd48,0x0012,MEMORY READ,,,,,,,2,9,36,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,10,LOAD UOP,COMPUTE,1,0,0,0,1,0,0,0,pc=10 LOAD UOP,,,,,,,,,0x18580010,0x0010,MEMORY READ,,,,,,,1,48,48,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,11,GEMM,COMPUTE,0,0,1,0,1,1,0,0,pc=11 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,0,16,64,56,0,1,1,3,1,1,0,,,,,,
layer_0,12,LOAD UOP,COMPUTE,1,0,0,0,0,1,0,0,pc=12 LOAD UOP,,,,,,,,,0x18580040,0x0040,MEMORY READ,,,,,,,1,48,48,0,0,0,0,,,,,,,,,,,,,,,,,
layer_0,13,GEMM,COMPUTE,0,0,1,0,0,2,0,0,pc=13 GEMM,,,,,,,,,,,,,,,,,,,,,,,,,0,64,112,56,0,1,1,3,1,1,0,,,,,,
layer_0,14,LOAD INP,LOAD,0,1,0,0,0,1,0,0,pc=14 LOAD INP,,,,,,,,,0x06050c40,0x0000,MEMORY READ,,,,,,,9,56,56,1,0,1,1,,,,,,,,,,,,,,,,,
layer_0,15,LOAD WGT,LOAD,0,0,0,1,1,1,0,0,pc=15 LOAD WGT,,,,,,,,,0x005fcd09,0x0000,MEMORY READ,,,,,,,2,9,36,0,0,0,0,,,,,,,,,,,,,,,,,
